Treatment,Concentration ,Days post infection,Insect.Species,Mortality,Wastes,Replicates
M.pingshaense,C2,6,FAW,0,16.1,4
M.pingshaense,C2,6,FAW,1,14.47,5
Metarhizium sp.FAW,C2,6,C.butyrospermi,1,15.34,1
Metarhizium sp.FAW,C2,6,C.butyrospermi,2,23.1,2
Metarhizium sp.FAW,C2,6,C.butyrospermi,2,19.5,3
Metarhizium sp.FAW,C2,6,C.butyrospermi,2,16.3,4
Metarhizium sp.FAW,C2,6,C.butyrospermi,3,11.9,5
Metarhizium sp.FAW,C2,6,FAW,4,8.45,1
Metarhizium sp.FAW,C2,6,FAW,2,0,2
Metarhizium sp.FAW,C2,6,FAW,6,1.27,3
Metarhizium sp.FAW,C2,6,FAW,5,8.37,4
Metarhizium sp.FAW,C2,6,FAW,3,0,5
Trichoderma sp.FAW,C2,6,C.butyrospermi,2,12.3,1
Trichoderma sp.FAW,C2,6,C.butyrospermi,1,13.26,2
Trichoderma sp.FAW,C2,6,C.butyrospermi,3,8.46,3
Trichoderma sp.FAW,C2,6,C.butyrospermi,2,8.8,4
Trichoderma sp.FAW,C2,6,C.butyrospermi,2,14.5,5
Trichoderma sp.FAW,C2,6,FAW,3,10.3,1
Trichoderma sp.FAW,C2,6,FAW,3,9.3,2
Trichoderma sp.FAW,C2,6,FAW,2,3.5,3
Trichoderma sp.FAW,C2,6,FAW,3,2.4,4
Trichoderma sp.FAW,C2,6,FAW,1,4.58,5
M.pingshaense,C2,7,C.butyrospermi,2,26.73,1
M.pingshaense,C2,7,C.butyrospermi,1,22.4,2
M.pingshaense,C2,7,C.butyrospermi,1,23.3,3
M.pingshaense,C2,7,C.butyrospermi,0,28.9,4
M.pingshaense,C2,7,C.butyrospermi,1,26.2,5
M.pingshaense,C2,7,FAW,1,13.43,1
M.pingshaense,C2,7,FAW,1,18.1,2
M.pingshaense,C2,7,FAW,1,15.5,3
M.pingshaense,C2,7,FAW,0,15.98,4
M.pingshaense,C2,7,FAW,0,13.9,5
Metarhizium sp.FAW,C2,7,C.butyrospermi,3,11,1
Metarhizium sp.FAW,C2,7,C.butyrospermi,4,18.3,2
Metarhizium sp.FAW,C2,7,C.butyrospermi,1,17.54,3
Metarhizium sp.FAW,C2,7,C.butyrospermi,4,11.4,4
Metarhizium sp.FAW,C2,7,C.butyrospermi,1,10.4,5
Metarhizium sp.FAW,C2,7,FAW,3,6.59,1
Metarhizium sp.FAW,C2,7,FAW,5,0,2
Metarhizium sp.FAW,C2,7,FAW,4,0,3
Metarhizium sp.FAW,C2,7,FAW,4,1.45,4
Metarhizium sp.FAW,C2,7,FAW,4,0,5
Trichoderma sp.FAW,C2,7,C.butyrospermi,0,12.18,1
Trichoderma sp.FAW,C2,7,C.butyrospermi,3,10.27,2
Trichoderma sp.FAW,C2,7,C.butyrospermi,2,0,3
Trichoderma sp.FAW,C2,7,C.butyrospermi,1,0,4
Trichoderma sp.FAW,C2,7,C.butyrospermi,4,2.47,5
Trichoderma sp.FAW,C2,7,FAW,3,7.5,1
Trichoderma sp.FAW,C2,7,FAW,3,6.4,2
Trichoderma sp.FAW,C2,7,FAW,3,0,3
Trichoderma sp.FAW,C2,7,FAW,2,1.6,4
Trichoderma sp.FAW,C2,7,FAW,3,1.52,5
M.pingshaense,C2,8,C.butyrospermi,2,20.18,1
M.pingshaense,C2,8,C.butyrospermi,2,21.6,2
M.pingshaense,C2,8,C.butyrospermi,1,22.4,3
M.pingshaense,C2,8,C.butyrospermi,1,27.4,4
M.pingshaense,C2,8,C.butyrospermi,1,25.5,5
M.pingshaense,C2,8,FAW,1,12.1,1
M.pingshaense,C2,8,FAW,2,17.8,2
M.pingshaense,C2,8,FAW,1,15.3,3
M.pingshaense,C2,8,FAW,1,15.01,4
M.pingshaense,C2,8,FAW,0,13.9,5
Metarhizium sp.FAW,C2,8,C.butyrospermi,3,8.4,1
Metarhizium sp.FAW,C2,8,C.butyrospermi,2,17.2,2
Metarhizium sp.FAW,C2,8,C.butyrospermi,2,15.9,3
Metarhizium sp.FAW,C2,8,C.butyrospermi,1,8.64,4
Metarhizium sp.FAW,C2,8,C.butyrospermi,1,8.1,5
Metarhizium sp.FAW,C2,8,FAW,6,2.69,1
Metarhizium sp.FAW,C2,8,FAW,4,0,2
Metarhizium sp.FAW,C2,8,FAW,5,0,3
Metarhizium sp.FAW,C2,8,FAW,4,0,4
Metarhizium sp.FAW,C2,8,FAW,4,0,5
Trichoderma sp.FAW,C2,8,C.butyrospermi,1,11.9,1
Trichoderma sp.FAW,C2,8,C.butyrospermi,3,4.27,2
Trichoderma sp.FAW,C2,8,C.butyrospermi,2,0,3
Trichoderma sp.FAW,C2,8,C.butyrospermi,3,0,4
Trichoderma sp.FAW,C2,8,C.butyrospermi,3,0,5
Trichoderma sp.FAW,C2,8,FAW,4,0,1
Trichoderma sp.FAW,C2,8,FAW,6,0,2
Trichoderma sp.FAW,C2,8,FAW,3,0,3
Trichoderma sp.FAW,C2,8,FAW,3,0,4
Trichoderma sp.FAW,C2,8,FAW,2,0,5
M.pingshaense,C2,9,C.butyrospermi,1,19.6,1
M.pingshaense,C2,9,C.butyrospermi,1,21.3,2
M.pingshaense,C3,9,C.butyrospermi,1,21.2,3
M.pingshaense,C2,9,C.butyrospermi,2,26.2,4
M.pingshaense,C2,9,C.butyrospermi,0,25.4,5
M.pingshaense,C2,9,FAW,1,11.85,1
M.pingshaense,C2,9,FAW,2,16.2,2
M.pingshaense,C2,9,FAW,1,15.2,3
M.pingshaense,C2,9,FAW,1,14.78,4
M.pingshaense,C2,9,FAW,2,13.4,5
Metarhizium sp.FAW,C2,9,C.butyrospermi,4,5.4,1
Metarhizium sp.FAW,C2,9,C.butyrospermi,2,13.4,2
Metarhizium sp.FAW,C2,9,C.butyrospermi,2,12.4,3
Metarhizium sp.FAW,C2,9,C.butyrospermi,3,6.2,4
Metarhizium sp.FAW,C2,9,C.butyrospermi,1,7.8,5
Metarhizium sp.FAW,C2,9,FAW,0,0,1
Metarhizium sp.FAW,C2,9,FAW,4,0,2
Metarhizium sp.FAW,C2,9,FAW,3,0,3
Metarhizium sp.FAW,C2,9,FAW,1,0,4
Metarhizium sp.FAW,C2,9,FAW,4,0,5
Trichoderma sp.FAW,C2,9,C.butyrospermi,1,11.5,1
Trichoderma sp.FAW,C2,9,C.butyrospermi,2,0,2
Trichoderma sp.FAW,C2,9,C.butyrospermi,2,0,3
Trichoderma sp.FAW,C2,9,C.butyrospermi,2,0,4
Trichoderma sp.FAW,C2,9,C.butyrospermi,2,0,5
Trichoderma sp.FAW,C2,9,FAW,4,0,1
Trichoderma sp.FAW,C2,9,FAW,1,0,2
Trichoderma sp.FAW,C2,9,FAW,2,0,3
Trichoderma sp.FAW,C2,9,FAW,2,0,4
Trichoderma sp.FAW,C2,9,FAW,0,0,5
M.pingshaense,C2,10,C.butyrospermi,2,19.3,1
M.pingshaense,C2,10,C.butyrospermi,1,21.27,2
M.pingshaense,C2,10,C.butyrospermi,2,20.18,3
M.pingshaense,C2,10,C.butyrospermi,2,26.2,4
M.pingshaense,C2,10,C.butyrospermi,3,23.1,5
M.pingshaense,C2,10,FAW,1,11.76,1
M.pingshaense,C2,10,FAW,2,15.3,2
M.pingshaense,C2,10,FAW,1,15.1,3
M.pingshaense,C2,10,FAW,3,12.7,4
M.pingshaense,C2,10,FAW,3,12.9,5
Metarhizium sp.FAW,C2,10,C.butyrospermi,1,0,1
Metarhizium sp.FAW,C2,10,C.butyrospermi,1,11.4,2
Metarhizium sp.FAW,C2,10,C.butyrospermi,3,10.3,3
Metarhizium sp.FAW,C2,10,C.butyrospermi,1,5.42,4
Metarhizium sp.FAW,C2,10,C.butyrospermi,4,6.1,5
Metarhizium sp.FAW,C2,10,FAW,0,0,1
Metarhizium sp.FAW,C2,10,FAW,1,0,2
Metarhizium sp.FAW,C2,10,FAW,1,0,3
Metarhizium sp.FAW,C2,10,FAW,3,0,4
Metarhizium sp.FAW,C2,10,FAW,2,0,5
Trichoderma sp.FAW,C2,10,C.butyrospermi,3,10.3,1
Trichoderma sp.FAW,C2,10,C.butyrospermi,3,0,2
Trichoderma sp.FAW,C2,10,C.butyrospermi,1,0,3
Trichoderma sp.FAW,C2,10,C.butyrospermi,2,0,4
Trichoderma sp.FAW,C2,10,C.butyrospermi,3,0,5
Trichoderma sp.FAW,C2,10,FAW,5,0,1
Trichoderma sp.FAW,C2,10,FAW,4,0,2
Trichoderma sp.FAW,C2,10,FAW,1,0,3
Trichoderma sp.FAW,C2,10,FAW,2,0,4
Trichoderma sp.FAW,C2,10,FAW,4,0,5
M.pingshaense,C2,11,C.butyrospermi,1,18.8,1
M.pingshaense,C2,11,C.butyrospermi,2,19.8,2
M.pingshaense,C2,11,C.butyrospermi,1,19.9,3
M.pingshaense,C2,11,C.butyrospermi,2,25.32,4
M.pingshaense,C2,11,C.butyrospermi,2,21.6,5
M.pingshaense,C2,11,FAW,3,10.3,1
M.pingshaense,C2,11,FAW,1,15.1,2
M.pingshaense,C2,11,FAW,2,14.9,3
M.pingshaense,C2,11,FAW,1,12.3,4
M.pingshaense,C2,11,FAW,2,12.5,5
Metarhizium sp.FAW,C2,11,C.butyrospermi,3,0,1
Metarhizium sp.FAW,C2,11,C.butyrospermi,4,8.6,2
Metarhizium sp.FAW,C2,11,C.butyrospermi,2,9.3,3
Metarhizium sp.FAW,C2,11,C.butyrospermi,4,4.2,4
Metarhizium sp.FAW,C2,11,C.butyrospermi,2,5.2,5
Metarhizium sp.FAW,C2,11,FAW,0,0,1
Metarhizium sp.FAW,C2,11,FAW,1,0,2
Metarhizium sp.FAW,C2,11,FAW,1,0,3
Metarhizium sp.FAW,C2,11,FAW,1,0,4
Metarhizium sp.FAW,C2,11,FAW,1,0,5
Trichoderma sp.FAW,C2,11,C.butyrospermi,4,10.6,1
Trichoderma sp.FAW,C2,11,C.butyrospermi,2,0,2
Trichoderma sp.FAW,C2,11,C.butyrospermi,1,0,3
Trichoderma sp.FAW,C2,11,C.butyrospermi,4,0,4
Trichoderma sp.FAW,C2,11,C.butyrospermi,4,0,5
Trichoderma sp.FAW,C2,11,FAW,0,0,1
Trichoderma sp.FAW,C2,11,FAW,2,0,2
Trichoderma sp.FAW,C2,11,FAW,1,0,3
Trichoderma sp.FAW,C2,11,FAW,4,0,4
Trichoderma sp.FAW,C2,11,FAW,3,0,5
M.pingshaense,C2,12,C.butyrospermi,1,17.4,1
M.pingshaense,C2,12,C.butyrospermi,1,19.4,2
M.pingshaense,C2,12,C.butyrospermi,1,19.8,3
M.pingshaense,C2,12,C.butyrospermi,2,23.4,4
M.pingshaense,C2,12,C.butyrospermi,2,20.5,5
M.pingshaense,C2,12,FAW,2,10.1,1
M.pingshaense,C2,12,FAW,1,14.9,2
M.pingshaense,C2,12,FAW,1,14.8,3
M.pingshaense,C2,12,FAW,1,11.2,4
M.pingshaense,C2,12,FAW,2,12.1,5
Metarhizium sp.FAW,C2,12,C.butyrospermi,2,0,1
Metarhizium sp.FAW,C2,12,C.butyrospermi,1,8.1,2
Metarhizium sp.FAW,C2,12,C.butyrospermi,2,9.1,3
Metarhizium sp.FAW,C2,12,C.butyrospermi,1,0,4
Metarhizium sp.FAW,C2,12,C.butyrospermi,3,4.7,5
Metarhizium sp.FAW,C2,12,FAW,0,0,1
Metarhizium sp.FAW,C2,12,FAW,0,0,2
Metarhizium sp.FAW,C2,12,FAW,1,0,3
Metarhizium sp.FAW,C2,12,FAW,2,0,4
Metarhizium sp.FAW,C2,12,FAW,2,0,5
Trichoderma sp.FAW,C2,12,C.butyrospermi,4,10.7,1
Trichoderma sp.FAW,C2,12,C.butyrospermi,1,0,2
Trichoderma sp.FAW,C2,12,C.butyrospermi,2,0,3
Trichoderma sp.FAW,C2,12,C.butyrospermi,3,0,4
Trichoderma sp.FAW,C2,12,C.butyrospermi,0,0,5
Trichoderma sp.FAW,C2,12,FAW,0,0,1
Trichoderma sp.FAW,C2,12,FAW,1,0,2
Trichoderma sp.FAW,C2,12,FAW,3,0,3
Trichoderma sp.FAW,C2,12,FAW,0,0,4
Trichoderma sp.FAW,C2,12,FAW,2,0,5
M.pingshaense,C2,13,C.butyrospermi,2,16.49,1
M.pingshaense,C2,13,C.butyrospermi,1,18.5,2
M.pingshaense,C2,13,C.butyrospermi,1,19.7,3
M.pingshaense,C2,13,C.butyrospermi,1,22.4,4
M.pingshaense,C2,13,C.butyrospermi,1,19.9,5
M.pingshaense,C2,13,FAW,1,9.97,1
M.pingshaense,C2,13,FAW,2,13.46,2
M.pingshaense,C2,13,FAW,1,14.8,3
M.pingshaense,C2,13,FAW,2,10.67,4
M.pingshaense,C2,13,FAW,2,11.9,5
Metarhizium sp.FAW,C2,13,C.butyrospermi,0,0,1
Metarhizium sp.FAW,C2,13,C.butyrospermi,2,7.97,2
Metarhizium sp.FAW,C2,13,C.butyrospermi,3,7.2,3
Metarhizium sp.FAW,C2,13,C.butyrospermi,1,0,4
Metarhizium sp.FAW,C2,13,C.butyrospermi,1,4.5,5
Metarhizium sp.FAW,C2,13,FAW,0,0,1
Metarhizium sp.FAW,C2,13,FAW,0,0,2
Metarhizium sp.FAW,C2,13,FAW,0,0,3
Metarhizium sp.FAW,C2,13,FAW,1,0,4
Metarhizium sp.FAW,C2,13,FAW,0,0,5
Trichoderma sp.FAW,C2,13,C.butyrospermi,1,10.4,1
Trichoderma sp.FAW,C2,13,C.butyrospermi,1,0,2
Trichoderma sp.FAW,C2,13,C.butyrospermi,1,0,3
Trichoderma sp.FAW,C2,13,C.butyrospermi,1,0,4
Trichoderma sp.FAW,C2,13,C.butyrospermi,0,0,5
Trichoderma sp.FAW,C2,13,FAW,0,0,1
Trichoderma sp.FAW,C2,13,FAW,0,0,2
Trichoderma sp.FAW,C2,13,FAW,3,0,3
Trichoderma sp.FAW,C2,13,FAW,0,0,4
Trichoderma sp.FAW,C2,13,FAW,2,0,5
M.pingshaense,C2,14,C.butyrospermi,1,16.2,1
M.pingshaense,C2,14,C.butyrospermi,0,17.8,2
M.pingshaense,C2,14,C.butyrospermi,1,19.5,3
M.pingshaense,C2,14,C.butyrospermi,2,19.4,4
M.pingshaense,C2,14,C.butyrospermi,0,19.7,5
M.pingshaense,C2,14,FAW,1,9.46,1
M.pingshaense,C2,14,FAW,1,11.9,2
M.pingshaense,C2,14,FAW,1,14.7,3
M.pingshaense,C2,14,FAW,1,10.4,4
M.pingshaense,C2,14,FAW,1,11.2,5
Metarhizium sp.FAW,C2,14,C.butyrospermi,1,6.4,1
Metarhizium sp.FAW,C2,14,C.butyrospermi,1,7.95,2
Metarhizium sp.FAW,C2,14,C.butyrospermi,2,7.1,3
Metarhizium sp.FAW,C2,14,C.butyrospermi,0,0,4
Metarhizium sp.FAW,C2,14,C.butyrospermi,2,4.5,5
Metarhizium sp.FAW,C2,14,FAW,0,0,1
Metarhizium sp.FAW,C2,14,FAW,1,0,2
Metarhizium sp.FAW,C2,14,FAW,0,0,3
Metarhizium sp.FAW,C2,14,FAW,0,0,4
Metarhizium sp.FAW,C2,14,FAW,0,0,5
Trichoderma sp.FAW,C2,14,C.butyrospermi,2,10.4,1
Trichoderma sp.FAW,C2,14,C.butyrospermi,0,0,2
Trichoderma sp.FAW,C2,14,C.butyrospermi,0,0,3
Trichoderma sp.FAW,C2,14,C.butyrospermi,0,0,4
Trichoderma sp.FAW,C2,14,C.butyrospermi,0,0,5
Trichoderma sp.FAW,C2,14,FAW,0,0,1
Trichoderma sp.FAW,C2,14,FAW,0,0,2
Trichoderma sp.FAW,C2,14,FAW,2,0,3
Trichoderma sp.FAW,C2,14,FAW,0,0,4
Trichoderma sp.FAW,C2,14,FAW,1,0,5
M.pingshaense,C2,Alives,C.butyrospermi,11,15.41,1
M.pingshaense,C2,Alives,C.butyrospermi,13,16.3,2
M.pingshaense,C2,Alives,C.butyrospermi,13,19.3,3
M.pingshaense,C2,Alives,C.butyrospermi,13,18.4,4
M.pingshaense,C2,Alives,C.butyrospermi,15,19.7,5
M.pingshaense,C2,Alives,FAW,10,8.86,1
M.pingshaense,C2,Alives,FAW,11,10.24,2
M.pingshaense,C2,Alives,FAW,12,14.7,3
M.pingshaense,C2,Alives,FAW,12,9.52,4
M.pingshaense,C2,Alives,FAW,10,10.8,5
Metarhizium sp.FAW,C2,Alives,C.butyrospermi,2,5.46,1
Metarhizium sp.FAW,C2,Alives,C.butyrospermi,4,7.93,2
Metarhizium sp.FAW,C2,Alives,C.butyrospermi,3,6.42,3
Metarhizium sp.FAW,C2,Alives,C.butyrospermi,1,2.35,4
Metarhizium sp.FAW,C2,Alives,C.butyrospermi,2,4.5,5
Metarhizium sp.FAW,C2,Alives,FAW,0,0,1
Metarhizium sp.FAW,C2,Alives,FAW,0,0,2
Metarhizium sp.FAW,C2,Alives,FAW,0,0,3
Metarhizium sp.FAW,C2,Alives,FAW,0,0,4
Metarhizium sp.FAW,C2,Alives,FAW,0,0,5
Trichoderma sp.FAW,C2,Alives,C.butyrospermi,4,10.3,1
Trichoderma sp.FAW,C2,Alives,C.butyrospermi,4,0,2
Trichoderma sp.FAW,C2,Alives,C.butyrospermi,6,0,3
Trichoderma sp.FAW,C2,Alives,C.butyrospermi,3,0,4
Trichoderma sp.FAW,C2,Alives,C.butyrospermi,4,0,5
Trichoderma sp.FAW,C2,Alives,FAW,1,0,1
Trichoderma sp.FAW,C2,Alives,FAW,0,0,2
Trichoderma sp.FAW,C2,Alives,FAW,2,0,3
Trichoderma sp.FAW,C2,Alives,FAW,0,0,4
Trichoderma sp.FAW,C2,Alives,FAW,1,0,5
M.pingshaense,C3,0,C.butyrospermi,0,32.4,1
M.pingshaense,C3,0,C.butyrospermi,0,28.8,2
M.pingshaense,C3,0,C.butyrospermi,0,31.9,3
M.pingshaense,C3,0,C.butyrospermi,0,28.6,4
M.pingshaense,C3,0,C.butyrospermi,0,30.2,5
M.pingshaense,C3,0,FAW,0,20.6,1
M.pingshaense,C3,0,FAW,0,19.3,2
M.pingshaense,C3,0,FAW,0,19.96,3
M.pingshaense,C3,0,FAW,0,20.3,4
M.pingshaense,C3,0,FAW,0,18.4,5
Metarhizium sp.FAW,C3,0,C.butyrospermi,0,0,1
Metarhizium sp.FAW,C3,0,C.butyrospermi,0,0,2
Metarhizium sp.FAW,C3,0,C.butyrospermi,0,0,3
Metarhizium sp.FAW,C3,0,C.butyrospermi,0,0,4
Metarhizium sp.FAW,C3,0,C.butyrospermi,0,0,5
Metarhizium sp.FAW,C3,0,FAW,0,0,1
Metarhizium sp.FAW,C3,0,FAW,0,0,2
Metarhizium sp.FAW,C3,0,FAW,0,0,3
Metarhizium sp.FAW,C3,0,FAW,0,0,4
Metarhizium sp.FAW,C3,0,FAW,0,0,5
Trichoderma sp.FAW,C3,0,C.butyrospermi,0,0,1
Trichoderma sp.FAW,C3,0,C.butyrospermi,0,0,2
Trichoderma sp.FAW,C3,0,C.butyrospermi,0,27.98,3
Trichoderma sp.FAW,C3,0,C.butyrospermi,0,0,4
Trichoderma sp.FAW,C3,0,C.butyrospermi,0,0,5
Trichoderma sp.FAW,C3,0,FAW,0,0,1
Trichoderma sp.FAW,C3,0,FAW,0,0,2
Trichoderma sp.FAW,C3,0,FAW,0,0,3
Trichoderma sp.FAW,C3,0,FAW,0,0,4
Trichoderma sp.FAW,C3,0,FAW,0,0,5
M.pingshaense,C3,1,C.butyrospermi,0,32.1,1
M.pingshaense,C3,1,C.butyrospermi,0,28.9,2
M.pingshaense,C3,1,C.butyrospermi,0,32.1,3
M.pingshaense,C3,1,C.butyrospermi,0,29.4,4
M.pingshaense,C3,1,C.butyrospermi,0,30.1,5
M.pingshaense,C3,1,FAW,0,20.1,1
M.pingshaense,C3,1,FAW,0,18.7,2
M.pingshaense,C3,1,FAW,0,20.23,3
M.pingshaense,C3,1,FAW,0,20.45,4
M.pingshaense,C3,1,FAW,0,19.3,5
Metarhizium sp.FAW,C3,1,C.butyrospermi,0,30.4,1
Metarhizium sp.FAW,C3,1,C.butyrospermi,0,27.5,2
Metarhizium sp.FAW,C3,1,C.butyrospermi,0,30.4,3
Metarhizium sp.FAW,C3,1,C.butyrospermi,0,29.4,4
Metarhizium sp.FAW,C3,1,C.butyrospermi,0,31.4,5
Metarhizium sp.FAW,C3,1,FAW,0,17.6,1
Metarhizium sp.FAW,C3,1,FAW,0,19.26,2
Metarhizium sp.FAW,C3,1,FAW,0,19.32,3
Metarhizium sp.FAW,C3,1,FAW,0,20.23,4
Metarhizium sp.FAW,C3,1,FAW,0,19.81,5
Trichoderma sp.FAW,C3,1,C.butyrospermi,0,19.68,1
Trichoderma sp.FAW,C3,1,C.butyrospermi,0,30.2,2
Trichoderma sp.FAW,C3,1,C.butyrospermi,0,24.5,3
Trichoderma sp.FAW,C3,1,C.butyrospermi,0,26.8,4
Trichoderma sp.FAW,C3,1,C.butyrospermi,0,29.6,5
Trichoderma sp.FAW,C3,1,FAW,0,16.4,1
Trichoderma sp.FAW,C3,1,FAW,0,19.4,2
Trichoderma sp.FAW,C3,1,FAW,0,16.4,3
Trichoderma sp.FAW,C3,1,FAW,0,19.2,4
Trichoderma sp.FAW,C3,1,FAW,0,19.5,5
M.pingshaense,C3,2,C.butyrospermi,0,30.3,1
M.pingshaense,C3,2,C.butyrospermi,0,29.4,2
M.pingshaense,C3,2,C.butyrospermi,0,29.44,3
M.pingshaense,C3,2,C.butyrospermi,0,29.3,4
M.pingshaense,C3,2,C.butyrospermi,0,29.8,5
M.pingshaense,C3,2,FAW,0,20.69,1
M.pingshaense,C3,2,FAW,0,18.4,2
M.pingshaense,C3,2,FAW,0,20.4,3
M.pingshaense,C3,2,FAW,0,20.34,4
M.pingshaense,C3,2,FAW,0,18.9,5
Metarhizium sp.FAW,C3,2,C.butyrospermi,0,30.1,1
Metarhizium sp.FAW,C3,2,C.butyrospermi,0,26.4,2
Metarhizium sp.FAW,C3,2,C.butyrospermi,1,27.37,3
Metarhizium sp.FAW,C3,2,C.butyrospermi,0,29.1,4
Metarhizium sp.FAW,C3,2,C.butyrospermi,1,30.3,5
Metarhizium sp.FAW,C3,2,FAW,1,17.79,1
Metarhizium sp.FAW,C3,2,FAW,0,16.38,2
Metarhizium sp.FAW,C3,2,FAW,0,16.94,3
Metarhizium sp.FAW,C3,2,FAW,1,18.2,4
Metarhizium sp.FAW,C3,2,FAW,0,17.77,5
Trichoderma sp.FAW,C3,2,C.butyrospermi,0,18.2,1
Trichoderma sp.FAW,C3,2,C.butyrospermi,1,27.4,2
Trichoderma sp.FAW,C3,2,C.butyrospermi,0,21.3,3
Trichoderma sp.FAW,C3,2,C.butyrospermi,0,23.5,4
Trichoderma sp.FAW,C3,2,C.butyrospermi,0,23.43,5
Trichoderma sp.FAW,C3,2,FAW,1,16.1,1
Trichoderma sp.FAW,C3,2,FAW,1,17.3,2
Trichoderma sp.FAW,C3,2,FAW,0,16.1,3
Trichoderma sp.FAW,C3,2,FAW,1,17.2,4
Trichoderma sp.FAW,C3,2,FAW,0,17.5,5
M.pingshaense,C3,3,C.butyrospermi,0,30.1,1
M.pingshaense,C3,3,C.butyrospermi,0,28.7,2
M.pingshaense,C3,3,C.butyrospermi,0,28.33,3
M.pingshaense,C3,3,C.butyrospermi,0,28.6,4
M.pingshaense,C3,3,C.butyrospermi,0,29.2,5
M.pingshaense,C3,3,FAW,0,20.77,1
M.pingshaense,C3,3,FAW,0,18.7,2
M.pingshaense,C3,3,FAW,0,20.3,3
M.pingshaense,C3,3,FAW,1,19.2,4
M.pingshaense,C3,3,FAW,0,18.6,5
Metarhizium sp.FAW,C3,3,C.butyrospermi,0,29.4,1
Metarhizium sp.FAW,C3,3,C.butyrospermi,0,25.3,2
Metarhizium sp.FAW,C3,3,C.butyrospermi,0,26.1,3
Metarhizium sp.FAW,C3,3,C.butyrospermi,1,26.3,4
Metarhizium sp.FAW,C3,3,C.butyrospermi,2,28.4,5
Metarhizium sp.FAW,C3,3,FAW,1,16.31,1
Metarhizium sp.FAW,C3,3,FAW,2,14.47,2
Metarhizium sp.FAW,C3,3,FAW,1,16.46,3
Metarhizium sp.FAW,C3,3,FAW,1,13.27,4
Metarhizium sp.FAW,C3,3,FAW,1,15.21,5
Trichoderma sp.FAW,C3,3,C.butyrospermi,0,17.34,1
Trichoderma sp.FAW,C3,3,C.butyrospermi,0,22.6,2
Trichoderma sp.FAW,C3,3,C.butyrospermi,1,19.4,3
Trichoderma sp.FAW,C3,3,C.butyrospermi,2,21.4,4
Trichoderma sp.FAW,C3,3,C.butyrospermi,1,21.3,5
Trichoderma sp.FAW,C3,3,FAW,1,17.4,1
Trichoderma sp.FAW,C3,3,FAW,1,16.4,2
Trichoderma sp.FAW,C3,3,FAW,0,15.3,3
Trichoderma sp.FAW,C3,3,FAW,1,15.4,4
Trichoderma sp.FAW,C3,3,FAW,1,15.3,5
M.pingshaense,C3,4,C.butyrospermi,0,29.4,1
M.pingshaense,C3,4,C.butyrospermi,1,27.3,2
M.pingshaense,C3,4,C.butyrospermi,1,27.5,3
M.pingshaense,C3,4,C.butyrospermi,0,28.8,4
M.pingshaense,C3,4,C.butyrospermi,0,28.9,5
M.pingshaense,C3,4,FAW,0,19.8,1
M.pingshaense,C3,4,FAW,1,17.9,2
M.pingshaense,C3,4,FAW,1,19.7,3
M.pingshaense,C3,4,FAW,0,18.8,4
M.pingshaense,C3,4,FAW,1,17.2,5
Metarhizium sp.FAW,C3,4,C.butyrospermi,1,28.9,1
Metarhizium sp.FAW,C3,4,C.butyrospermi,5,18.4,2
Metarhizium sp.FAW,C3,4,C.butyrospermi,1,24.3,3
Metarhizium sp.FAW,C3,4,C.butyrospermi,2,22.5,4
Metarhizium sp.FAW,C3,4,C.butyrospermi,1,27.5,5
Metarhizium sp.FAW,C3,4,FAW,3,13.22,1
Metarhizium sp.FAW,C3,4,FAW,1,12.95,2
Metarhizium sp.FAW,C3,4,FAW,1,11.41,3
Metarhizium sp.FAW,C3,4,FAW,2,12.49,4
Metarhizium sp.FAW,C3,4,FAW,1,13.29,5
Trichoderma sp.FAW,C3,4,C.butyrospermi,0,16.75,1
Trichoderma sp.FAW,C3,4,C.butyrospermi,1,19.6,2
Trichoderma sp.FAW,C3,4,C.butyrospermi,2,14.45,3
Trichoderma sp.FAW,C3,4,C.butyrospermi,0,20.1,4
Trichoderma sp.FAW,C3,4,C.butyrospermi,1,18.4,5
Trichoderma sp.FAW,C3,4,FAW,1,14.3,1
Trichoderma sp.FAW,C3,4,FAW,2,13.6,2
Trichoderma sp.FAW,C3,4,FAW,2,12.4,3
Trichoderma sp.FAW,C3,4,FAW,2,16.2,4
Trichoderma sp.FAW,C3,4,FAW,2,12.4,5
M.pingshaense,C3,5,C.butyrospermi,1,28.2,1
M.pingshaense,C3,5,C.butyrospermi,1,26.9,2
M.pingshaense,C3,5,C.butyrospermi,1,26.8,3
M.pingshaense,C3,5,C.butyrospermi,0,29.4,4
M.pingshaense,C3,5,C.butyrospermi,0,29.2,5
M.pingshaense,C3,5,FAW,1,19.7,1
M.pingshaense,C3,5,FAW,0,17.8,2
M.pingshaense,C3,5,FAW,1,18.2,3
M.pingshaense,C3,5,FAW,1,18.6,4
M.pingshaense,C3,5,FAW,1,17.2,5
Metarhizium sp.FAW,C3,5,C.butyrospermi,2,26.3,1
Metarhizium sp.FAW,C3,5,C.butyrospermi,2,16.7,2
Metarhizium sp.FAW,C3,5,C.butyrospermi,3,21.4,3
Metarhizium sp.FAW,C3,5,C.butyrospermi,1,20.1,4
Metarhizium sp.FAW,C3,5,C.butyrospermi,1,26.3,5
Metarhizium sp.FAW,C3,5,FAW,2,10.24,1
Metarhizium sp.FAW,C3,5,FAW,3,10.8,2
Metarhizium sp.FAW,C3,5,FAW,2,6.62,3
